Ticket ID,latent_problem_id,had_context,true_category
MU-104211,ACC-PWD-RESET,Yes,Account & Access Management
MU-104487,NET-SLOW,Yes,Network & Connectivity
MU-103179,LMS-LOGIN,No,Learning Management System
MU-102419,HW-PROJECTOR,No,Hardware & Equipment
MU-102145,SIS-FEE,No,Student Information System
MU-101162,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103741,EML-SEND-FAIL,No,Email & Collaboration
MU-100909,ACC-PWD-RESET,Yes,Account & Access Management
MU-101637,HW-PERIPHERAL,No,Hardware & Equipment
MU-103968,ACC-NEW,Yes,Account & Access Management
MU-101356,ACC-NEW,No,Account & Access Management
MU-101587,LMS-UPLOAD,Yes,Learning Management System
MU-104153,SIS-FEE,No,Student Information System
MU-103703,EML-SEND-FAIL,No,Email & Collaboration
MU-101215,ACC-NEW,Yes,Account & Access Management
MU-102666,NET-SLOW,No,Network & Connectivity
MU-101701,SIS-REG,Yes,Student Information System
MU-102273,APP-ERP,Yes,Application Support
MU-101480,ACC-PWD-RESET,Yes,Account & Access Management
MU-103419,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100336,EML-SEND-FAIL,No,Email & Collaboration
MU-104535,SIS-PORTAL-SLOW,Yes,Student Information System
MU-100724,ACC-PWD-RESET,Yes,Account & Access Management
MU-101096,LMS-LOGIN,No,Learning Management System
MU-104746,SIS-FEE,No,Student Information System
MU-103086,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103518,ACC-PWD-RESET,No,Account & Access Management
MU-101137,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103190,ACC-LOCKED,Yes,Account & Access Management
MU-102855,EML-SEND-FAIL,No,Email & Collaboration
MU-101093,NET-LAN-PORT,No,Network & Connectivity
MU-102413,SIS-REG,Yes,Student Information System
MU-103634,SIS-REG,Yes,Student Information System
MU-103427,ACC-LOCKED,Yes,Account & Access Management
MU-103704,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-102497,ACC-LOCKED,No,Account & Access Management
MU-104749,HW-PRINTER,Yes,Hardware & Equipment
MU-102825,HW-PRINTER,No,Hardware & Equipment
MU-101971,ACC-LOCKED,Yes,Account & Access Management
MU-104112,EML-MEETING,No,Email & Collaboration
MU-104134,ACC-PWD-RESET,Yes,Account & Access Management
MU-103585,ACC-PERMS,Yes,Account & Access Management
MU-100393,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103993,SIS-TRANSCRIPT,Yes,Student Information System
MU-101115,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100844,NET-SLOW,No,Network & Connectivity
MU-100917,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102176,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101654,APP-LICENCE,No,Application Support
MU-101615,LMS-LOGIN,Yes,Learning Management System
MU-102198,LMS-LOGIN,Yes,Learning Management System
MU-101371,HW-PROJECTOR,Yes,Hardware & Equipment
MU-100996,LMS-LOGIN,Yes,Learning Management System
MU-104489,ACC-NEW,Yes,Account & Access Management
MU-100886,ACC-PWD-RESET,Yes,Account & Access Management
MU-104013,ACC-NEW,Yes,Account & Access Management
MU-101456,SIS-FEE,No,Student Information System
MU-102438,APP-INSTALL,Yes,Application Support
MU-103780,SIS-FEE,Yes,Student Information System
MU-102077,APP-ERP,No,Application Support
MU-101090,ACC-LOCKED,Yes,Account & Access Management
MU-100401,NET-SLOW,No,Network & Connectivity
MU-102772,HW-PC-SLOW,Yes,Hardware & Equipment
MU-101479,SIS-REG,Yes,Student Information System
MU-102037,LMS-LOGIN,Yes,Learning Management System
MU-102423,APP-ERP,Yes,Application Support
MU-100638,APP-LICENCE,No,Application Support
MU-100796,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104088,ACC-PWD-RESET,Yes,Account & Access Management
MU-104182,ACC-PWD-RESET,Yes,Account & Access Management
MU-101265,ACC-PWD-RESET,No,Account & Access Management
MU-102944,SIS-REG,Yes,Student Information System
MU-103831,ACC-PWD-RESET,No,Account & Access Management
MU-102430,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103497,SIS-REG,Yes,Student Information System
MU-104886,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101009,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101805,LMS-COURSE-MISSING,No,Learning Management System
MU-100004,APP-LICENCE,No,Application Support
MU-104397,SIS-TRANSCRIPT,Yes,Student Information System
MU-104894,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104108,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104403,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100690,LMS-LOGIN,No,Learning Management System
MU-103508,LMS-QUIZ,Yes,Learning Management System
MU-104076,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100982,ACC-PWD-RESET,No,Account & Access Management
MU-100656,ACC-NEW,No,Account & Access Management
MU-103655,ACC-LOCKED,No,Account & Access Management
MU-103326,ACC-PWD-RESET,No,Account & Access Management
MU-100100,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101042,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100560,SIS-REG,Yes,Student Information System
MU-100476,EML-MAILBOX-FULL,No,Email & Collaboration
MU-100291,SIS-REG,Yes,Student Information System
MU-101918,ACC-PWD-RESET,Yes,Account & Access Management
MU-104612,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103963,LMS-LOGIN,Yes,Learning Management System
MU-101600,LMS-LOGIN,No,Learning Management System
MU-100800,APP-ERP,Yes,Application Support
MU-101147,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103044,HW-PRINTER,Yes,Hardware & Equipment
MU-102004,ACC-LOCKED,No,Account & Access Management
MU-103653,ACC-LOCKED,No,Account & Access Management
MU-104266,HW-PRINTER,No,Hardware & Equipment
MU-100783,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100029,NET-SLOW,Yes,Network & Connectivity
MU-104661,APP-INSTALL,No,Application Support
MU-100186,EML-SEND-FAIL,No,Email & Collaboration
MU-103040,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103089,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100368,ACC-PERMS,Yes,Account & Access Management
MU-103580,NET-SLOW,No,Network & Connectivity
MU-104865,APP-INSTALL,Yes,Application Support
MU-100087,LMS-QUIZ,Yes,Learning Management System
MU-103995,APP-INSTALL,No,Application Support
MU-103641,LMS-UPLOAD,Yes,Learning Management System
MU-103816,HW-PROJECTOR,No,Hardware & Equipment
MU-102554,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-102737,NET-SLOW,Yes,Network & Connectivity
MU-103948,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102647,HW-PRINTER,Yes,Hardware & Equipment
MU-103335,SIS-TRANSCRIPT,Yes,Student Information System
MU-101210,NET-SLOW,Yes,Network & Connectivity
MU-101206,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100498,HW-PRINTER,Yes,Hardware & Equipment
MU-104523,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102516,ACC-PWD-RESET,No,Account & Access Management
MU-104196,NET-LAN-PORT,Yes,Network & Connectivity
MU-100016,SIS-PORTAL-SLOW,Yes,Student Information System
MU-100533,LMS-LOGIN,No,Learning Management System
MU-102364,ACC-LOCKED,No,Account & Access Management
MU-103122,SIS-REG,Yes,Student Information System
MU-102864,ACC-LOCKED,Yes,Account & Access Management
MU-102177,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104156,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101459,ACC-LOCKED,Yes,Account & Access Management
MU-100845,ACC-PWD-RESET,Yes,Account & Access Management
MU-103942,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103488,ACC-PWD-RESET,Yes,Account & Access Management
MU-100443,HW-PRINTER,No,Hardware & Equipment
MU-103532,SIS-FEE,Yes,Student Information System
MU-102755,ACC-LOCKED,Yes,Account & Access Management
MU-103918,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100265,LMS-QUIZ,No,Learning Management System
MU-102555,NET-VPN,Yes,Network & Connectivity
MU-101439,SIS-PORTAL-SLOW,No,Student Information System
MU-100479,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101400,SIS-PORTAL-SLOW,Yes,Student Information System
MU-103801,LMS-LOGIN,Yes,Learning Management System
MU-104098,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100365,ACC-LOCKED,Yes,Account & Access Management
MU-101705,APP-INSTALL,Yes,Application Support
MU-103152,ACC-PWD-RESET,No,Account & Access Management
MU-103331,HW-PC-SLOW,Yes,Hardware & Equipment
MU-101630,SIS-TRANSCRIPT,No,Student Information System
MU-100179,SIS-TRANSCRIPT,Yes,Student Information System
MU-104291,ACC-PWD-RESET,Yes,Account & Access Management
MU-103251,NET-SLOW,No,Network & Connectivity
MU-104056,APP-PRINT-SW,Yes,Application Support
MU-102557,EML-MEETING,No,Email & Collaboration
MU-100510,APP-INSTALL,No,Application Support
MU-104623,SIS-REG,Yes,Student Information System
MU-101144,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104562,SIS-TRANSCRIPT,No,Student Information System
MU-104468,APP-INSTALL,Yes,Application Support
MU-100914,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103391,ACC-PWD-RESET,No,Account & Access Management
MU-104737,NET-SLOW,Yes,Network & Connectivity
MU-100222,ACC-PWD-RESET,Yes,Account & Access Management
MU-101448,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100240,LMS-LOGIN,Yes,Learning Management System
MU-102138,ACC-PWD-RESET,Yes,Account & Access Management
MU-101499,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102434,APP-INSTALL,No,Application Support
MU-100266,APP-INSTALL,No,Application Support
MU-102209,NET-LAN-PORT,No,Network & Connectivity
MU-104541,EML-SEND-FAIL,No,Email & Collaboration
MU-103607,EML-MAILBOX-FULL,No,Email & Collaboration
MU-100720,SIS-TRANSCRIPT,Yes,Student Information System
MU-101046,NET-LAN-PORT,No,Network & Connectivity
MU-103623,ACC-PWD-RESET,No,Account & Access Management
MU-101036,NET-SLOW,No,Network & Connectivity
MU-101064,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103882,LMS-LOGIN,Yes,Learning Management System
MU-103117,ACC-NEW,Yes,Account & Access Management
MU-102259,NET-SLOW,Yes,Network & Connectivity
MU-102240,HW-PC-SLOW,Yes,Hardware & Equipment
MU-103762,HW-PRINTER,Yes,Hardware & Equipment
MU-101710,SIS-PORTAL-SLOW,Yes,Student Information System
MU-104470,SIS-FEE,Yes,Student Information System
MU-101073,EML-SEND-FAIL,No,Email & Collaboration
MU-103262,NET-SLOW,Yes,Network & Connectivity
MU-100154,ACC-LOCKED,No,Account & Access Management
MU-103166,LMS-UPLOAD,No,Learning Management System
MU-103242,HW-PRINTER,Yes,Hardware & Equipment
MU-101560,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102999,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102780,SIS-REG,Yes,Student Information System
MU-100462,APP-ERP,Yes,Application Support
MU-104337,LMS-UPLOAD,Yes,Learning Management System
MU-102103,ACC-NEW,Yes,Account & Access Management
MU-102068,SIS-REG,No,Student Information System
MU-104724,ACC-PWD-RESET,No,Account & Access Management
MU-103325,ACC-LOCKED,Yes,Account & Access Management
MU-102367,LMS-LOGIN,Yes,Learning Management System
MU-100664,ACC-PWD-RESET,No,Account & Access Management
MU-100513,APP-INSTALL,No,Application Support
MU-104754,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104486,LMS-LOGIN,No,Learning Management System
MU-100685,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104727,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103357,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100753,EML-MEETING,Yes,Email & Collaboration
MU-101057,ACC-NEW,Yes,Account & Access Management
MU-102164,APP-INSTALL,Yes,Application Support
MU-102294,NET-VPN,No,Network & Connectivity
MU-103856,HW-PROJECTOR,No,Hardware & Equipment
MU-103860,HW-PRINTER,Yes,Hardware & Equipment
MU-102465,LMS-COURSE-MISSING,No,Learning Management System
MU-100990,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104490,SIS-REG,No,Student Information System
MU-104004,ACC-LOCKED,No,Account & Access Management
MU-104493,SIS-REG,No,Student Information System
MU-104425,SIS-REG,Yes,Student Information System
MU-101575,ACC-NEW,Yes,Account & Access Management
MU-103845,LMS-COURSE-MISSING,No,Learning Management System
MU-103014,LMS-LOGIN,No,Learning Management System
MU-103403,ACC-PWD-RESET,No,Account & Access Management
MU-104789,ACC-PERMS,Yes,Account & Access Management
MU-103697,NET-SLOW,No,Network & Connectivity
MU-102343,SIS-TRANSCRIPT,Yes,Student Information System
MU-101111,LMS-LOGIN,Yes,Learning Management System
MU-101372,NET-SLOW,Yes,Network & Connectivity
MU-104459,ACC-PWD-RESET,Yes,Account & Access Management
MU-102671,ACC-LOCKED,No,Account & Access Management
MU-103994,SIS-TRANSCRIPT,No,Student Information System
MU-102174,SIS-PORTAL-SLOW,Yes,Student Information System
MU-100290,HW-PRINTER,No,Hardware & Equipment
MU-104540,EML-MEETING,No,Email & Collaboration
MU-101306,NET-VPN,Yes,Network & Connectivity
MU-101965,LMS-COURSE-MISSING,No,Learning Management System
MU-100298,APP-INSTALL,No,Application Support
MU-101849,APP-ERP,No,Application Support
MU-103619,SIS-TRANSCRIPT,No,Student Information System
MU-104853,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104373,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103605,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104154,APP-ERP,No,Application Support
MU-104094,ACC-LOCKED,No,Account & Access Management
MU-101492,SIS-REG,Yes,Student Information System
MU-103553,NET-LAN-PORT,No,Network & Connectivity
MU-102736,APP-INSTALL,Yes,Application Support
MU-102487,LMS-UPLOAD,Yes,Learning Management System
MU-102637,ACC-PWD-RESET,Yes,Account & Access Management
MU-100578,ACC-PWD-RESET,Yes,Account & Access Management
MU-101662,NET-VPN,No,Network & Connectivity
MU-103487,HW-PC-SLOW,No,Hardware & Equipment
MU-100610,HW-PC-SLOW,No,Hardware & Equipment
MU-102452,ACC-PWD-RESET,No,Account & Access Management
MU-101336,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-102239,NET-VPN,Yes,Network & Connectivity
MU-102110,ACC-PWD-RESET,Yes,Account & Access Management
MU-102821,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104041,APP-PRINT-SW,No,Application Support
MU-102071,NET-VPN,Yes,Network & Connectivity
MU-104336,EML-MEETING,No,Email & Collaboration
MU-102338,SIS-REG,Yes,Student Information System
MU-104892,ACC-NEW,Yes,Account & Access Management
MU-101310,SIS-TRANSCRIPT,Yes,Student Information System
MU-104431,HW-PC-NOBOOT,No,Hardware & Equipment
MU-102890,ACC-PWD-RESET,Yes,Account & Access Management
MU-103542,NET-LAN-PORT,Yes,Network & Connectivity
MU-100438,APP-LICENCE,No,Application Support
MU-101505,LMS-UPLOAD,No,Learning Management System
MU-103969,NET-LAN-PORT,Yes,Network & Connectivity
MU-102490,APP-INSTALL,No,Application Support
MU-102306,ACC-PWD-RESET,No,Account & Access Management
MU-104160,NET-SLOW,Yes,Network & Connectivity
MU-103275,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104330,APP-LICENCE,Yes,Application Support
MU-101415,ACC-PERMS,Yes,Account & Access Management
MU-103311,ACC-PWD-RESET,Yes,Account & Access Management
MU-100922,ACC-PWD-RESET,Yes,Account & Access Management
MU-100745,SIS-REG,Yes,Student Information System
MU-104883,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103900,SIS-FEE,No,Student Information System
MU-102295,NET-VPN,Yes,Network & Connectivity
MU-104524,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101119,APP-INSTALL,No,Application Support
MU-102927,ACC-NEW,Yes,Account & Access Management
MU-100024,ACC-PWD-RESET,Yes,Account & Access Management
MU-103147,LMS-LOGIN,No,Learning Management System
MU-104743,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104137,SIS-FEE,No,Student Information System
MU-104464,LMS-UPLOAD,No,Learning Management System
MU-102912,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104666,SIS-FEE,No,Student Information System
MU-102447,SIS-FEE,No,Student Information System
MU-100659,ACC-PWD-RESET,Yes,Account & Access Management
MU-103763,LMS-UPLOAD,No,Learning Management System
MU-103465,ACC-PWD-RESET,No,Account & Access Management
MU-100412,ACC-PWD-RESET,Yes,Account & Access Management
MU-104845,SIS-FEE,Yes,Student Information System
MU-100736,APP-PRINT-SW,Yes,Application Support
MU-100026,ACC-PWD-RESET,Yes,Account & Access Management
MU-100928,SIS-FEE,No,Student Information System
MU-101012,ACC-LOCKED,No,Account & Access Management
MU-104099,APP-PRINT-SW,Yes,Application Support
MU-102527,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102905,SIS-FEE,Yes,Student Information System
MU-101408,EML-MEETING,Yes,Email & Collaboration
MU-104697,EML-MEETING,Yes,Email & Collaboration
MU-104536,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101217,NET-SLOW,Yes,Network & Connectivity
MU-101827,APP-INSTALL,No,Application Support
MU-101973,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104700,HW-PRINTER,Yes,Hardware & Equipment
MU-100864,NET-SLOW,Yes,Network & Connectivity
MU-100216,HW-PC-SLOW,No,Hardware & Equipment
MU-102981,NET-VPN,Yes,Network & Connectivity
MU-103489,ACC-PWD-RESET,Yes,Account & Access Management
MU-104174,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103176,APP-INSTALL,Yes,Application Support
MU-102287,ACC-PWD-RESET,Yes,Account & Access Management
MU-101390,EML-MAILBOX-FULL,No,Email & Collaboration
MU-102578,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104247,LMS-QUIZ,Yes,Learning Management System
MU-104150,EML-SEND-FAIL,No,Email & Collaboration
MU-101520,APP-ERP,No,Application Support
MU-104409,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104890,LMS-COURSE-MISSING,No,Learning Management System
MU-102853,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103323,SIS-REG,No,Student Information System
MU-102530,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103615,APP-ERP,Yes,Application Support
MU-101510,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102535,HW-PRINTER,No,Hardware & Equipment
MU-102910,APP-INSTALL,Yes,Application Support
MU-104763,HW-PRINTER,Yes,Hardware & Equipment
MU-102957,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101558,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101620,LMS-QUIZ,No,Learning Management System
MU-102549,LMS-LOGIN,Yes,Learning Management System
MU-103482,SIS-TRANSCRIPT,No,Student Information System
MU-103327,HW-PRINTER,Yes,Hardware & Equipment
MU-101868,LMS-UPLOAD,Yes,Learning Management System
MU-102298,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104379,EML-MAILBOX-FULL,No,Email & Collaboration
MU-102897,LMS-COURSE-MISSING,No,Learning Management System
MU-103976,SIS-FEE,No,Student Information System
MU-101191,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101121,NET-SLOW,Yes,Network & Connectivity
MU-100930,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104786,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102522,ACC-PERMS,Yes,Account & Access Management
MU-103269,HW-PRINTER,No,Hardware & Equipment
MU-102013,HW-PROJECTOR,No,Hardware & Equipment
MU-101255,NET-LAN-PORT,Yes,Network & Connectivity
MU-101993,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104757,SIS-PORTAL-SLOW,Yes,Student Information System
MU-101909,ACC-LOCKED,No,Account & Access Management
MU-100729,APP-LICENCE,Yes,Application Support
MU-104713,SIS-FEE,No,Student Information System
MU-102613,ACC-NEW,No,Account & Access Management
MU-102642,APP-PRINT-SW,No,Application Support
MU-102768,ACC-PWD-RESET,Yes,Account & Access Management
MU-104319,LMS-UPLOAD,No,Learning Management System
MU-102638,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103338,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103474,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-100812,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103356,APP-INSTALL,No,Application Support
MU-100296,LMS-UPLOAD,Yes,Learning Management System
MU-102720,LMS-COURSE-MISSING,Yes,Learning Management System
