Ticket ID,Subject,Description,Category,Subcategory,Department,Assigned Resolver,Assigned Team,Status,Resolution Notes,Created,Resolved,Reassigned
MU-102169,LAN port dead,It keeps failing and the cable shows unplugged sinec last week. i have tried several times. please attend to this as soon as possible.,Network & Connectivity,LAN,Procurement,ICT-NET-03,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2025-04-18 09:56,2025-04-20 09:43,No
MU-104075,assistance required,"Greetings, Everything is very slow and i have to rsetart the computer several times a day in our department for the past two days. the deadline is today.",Hardware & Equipment,Performance,School of Arts and Social Sciences,ICT-HWM-02,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",2024-09-10 11:24,2024-09-17 19:59,Yes
MU-102799,HELP NEEDED,It keeps failing in the administration block.  i would appreciate your help.  Thanks in advance.,Student Information System,Unit registration,Registrar (Academic),ICT-MIS-01,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2024-04-23 17:55,2024-04-25 13:35,No
MU-100014,Assistance required,"Hi, Everything is very slow and browsing is very slow for the past two days. this is affecting my work. Your assistance will be appreciated.",Network & Connectivity,Performance,School of Science,ICT-NET-01,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput. User confirmed the issue was resolved.",2025-03-18 16:16,2025-03-20 14:56,No
MU-104244,Laptop slow,It is down since the power went off.,Hardware & Equipment,Performance,School of Medicine,ICT-APP-02,Applications Support Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially. Ticket closed.",2025-07-01 11:15,2025-07-08 02:50,No
MU-102363,kindly assist,I am locked out in our department. the deadline is today. knidly assist urgently.,Network & Connectivity,VPN / Remote access,School of Engineering,ICT-HD-01,Help Desk (Tier 1),Open,,2025-01-14 15:50,,No
MU-104895,Licence key problem,"Good morning, It has refused to work. the licence key provided is not being accepted from today morning. it was worikng fine last week.",Application Support,Licensing,University Library,ICT-APP-01,Applications Support Team,Closed,Re-registered the endpoint against the institutional licence server and reapplied a valid activation key. Confirmed the product reported an activated state. Ticket closed.,2025-08-04 10:06,2025-08-06 05:11,No
MU-100111,Assistance required,"Good afternoon, It is not functioning since the power went off. i would appreciate your help.",Network & Connectivity,LAN,School of Information Sciences,ICT-NET-02,Network Team,Open,,2024-06-22 10:26,,No
MU-104114,Keyboard not working,It is not appearing.  the scanner is not being detected.  i have tried on both my phone and laptop.  kindly look into it.  Your assistance will be appreciated.,Hardware & Equipment,Peripherals,School of Medicine,ICT-HWM-01,Hardware & Maintenance Team,Closed,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,2024-09-15 07:25,2024-09-18 17:29,No
MU-101737,Request for support,It has refused to work in lecture hall three. the screen stays black on startup since yesterday. Awaitign your response.,Hardware & Equipment,Desktop / laptop,School of Business and Economics,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Diagnosed a failed power supply unit following a power surge, replaced the PSU and confirmed the system booted normally into the operating system. Ticket closed.",2025-01-14 13:43,2025-01-19 15:26,No
MU-100246,No wifi connection,The connection keeps dropping since the power went off. my colleague is not having the same problem. your assistance will be appreciated. Kindly assist.,Network & Connectivity,Wi-Fi,Human Resources,ICT-NET-02,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2024-10-04 16:35,2024-10-06 00:11,No
MU-101299,INTTERNET IS SLOW,"Good afternoon, It is giving an error in my office since the power went off. the deadline is today. Thnks in advance.",Network & Connectivity,Performance,School of Law,ICT-NET-03,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2025-08-10 16:56,2025-08-11 22:37,No
MU-104631,Printer not working,It has refused to work for the past two days. i have alrady restarted the machine. i would appreciate your help. Awaiting your response.,Hardware & Equipment,Printer,School of Information Sciences,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2024-02-29 08:09,2024-03-06 00:06,No
MU-102896,Kindyl assist,I cannot access the system since the semester started. kindly treat as urgent.,Account & Access Management,Password reset,Registrar (Academic),ICT-HD-03,Help Desk (Tier 1),Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2025-04-01 18:39,2025-04-01 20:32,No
MU-103370,Portal registration problme,Permission is denied when i try. the registration page errors after i select units since this morning. kindly look into it. Your assistance will be appreciated.,Student Information System,Unit registration,School of Medicine,ICT-MIS-02,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration. Ticket closed.",2025-08-03 07:47,2025-08-06 00:50,No
MU-100811,Account creation request,"Hi, Kindly create an account since last week. kindly look into it.",Account & Access Management,New account,School of Business and Economics,ICT-SYS-01,Systems & Accounts Team,Closed,"Created the domain account and mailbox from the approved appointment letter, assigned the departmental security groups and issued credentials to the user.",2024-05-22 11:35,2024-05-22 15:19,No
MU-104778,Issue affecting my work,It is slow and keeps timing out in our block. i have already restartd the machine. please help. Thank you.,Network & Connectivity,Performance,School of Information Sciences,ICT-NET-03,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2025-06-03 07:40,2025-06-04 06:28,No
MU-104456,Kindly reset my password,"Hi, The system is not accepting my login in our block since last week. Thank you.",Account & Access Management,Password reset,ICT Directorate,ICT-HD-03,Help Desk (Tier 1),Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-07-17 16:14,2024-07-17 18:19,No
MU-100306,Bandwidth problem,It keeps failing for a while now. the deadlnie is today. kindly assist urgently. Regards.,Network & Connectivity,Performance,School of Engineering,ICT-NET-03,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2025-10-04 09:33,2025-10-07 08:18,Yes
MU-101722,Machine freezing,Pefrormance is very poor in lecture hall three.,Hardware & Equipment,Performance,University Library,ICT-HWM-02,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",2025-04-07 11:50,2025-04-08 12:50,No
MU-103815,Portal registration problem,"Dear Sir/Madam, It has stopped working at the main campus since yesterday.  please atttend to this as soon as possible.",Student Information System,Unit registration,School of Science,ICT-MIS-03,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration. Ticket closed.",2024-05-03 13:38,2024-05-04 02:06,No
